count,sensor,date,time,day,month,high_tmp,low_tmp,high_prcp
2067,Flinders Street Station Underpass,2013-02-01,13,Fri,Feb,not,not,rain
2564,Melbourne Central,2013-02-01,13,Fri,Feb,not,not,rain
1448,Flinders Street Station Underpass,2013-02-01,14,Fri,Feb,not,not,rain
2225,Melbourne Central,2013-02-01,14,Fri,Feb,not,not,rain
1378,Flinders Street Station Underpass,2013-02-01,15,Fri,Feb,not,not,rain
2210,Melbourne Central,2013-02-01,15,Fri,Feb,not,not,rain
1645,Flinders Street Station Underpass,2013-02-01,16,Fri,Feb,not,not,rain
2161,Melbourne Central,2013-02-01,16,Fri,Feb,not,not,rain
2330,Flinders Street Station Underpass,2013-02-01,17,Fri,Feb,not,not,rain
2604,Melbourne Central,2013-02-01,17,Fri,Feb,not,not,rain
1614,Flinders Street Station Underpass,2013-02-01,18,Fri,Feb,not,not,rain
2651,Melbourne Central,2013-02-01,18,Fri,Feb,not,not,rain
1144,Flinders Street Station Underpass,2013-02-01,19,Fri,Feb,not,not,rain
2319,Melbourne Central,2013-02-01,19,Fri,Feb,not,not,rain
861,Flinders Street Station Underpass,2013-02-01,20,Fri,Feb,not,not,rain
2107,Melbourne Central,2013-02-01,20,Fri,Feb,not,not,rain
821,Flinders Street Station Underpass,2013-02-01,21,Fri,Feb,not,not,rain
1974,Melbourne Central,2013-02-01,21,Fri,Feb,not,not,rain
934,Flinders Street Station Underpass,2013-02-01,22,Fri,Feb,not,not,rain
1541,Melbourne Central,2013-02-01,22,Fri,Feb,not,not,rain
852,Flinders Street Station Underpass,2013-02-01,23,Fri,Feb,not,not,rain
1299,Melbourne Central,2013-02-01,23,Fri,Feb,not,not,rain
642,Flinders Street Station Underpass,2013-02-02,0,Sat,Feb,not,not,none
853,Melbourne Central,2013-02-02,0,Sat,Feb,not,not,none
227,Flinders Street Station Underpass,2013-02-02,1,Sat,Feb,not,not,none
525,Melbourne Central,2013-02-02,1,Sat,Feb,not,not,none
125,Flinders Street Station Underpass,2013-02-02,2,Sat,Feb,not,not,none
300,Melbourne Central,2013-02-02,2,Sat,Feb,not,not,none
95,Flinders Street Station Underpass,2013-02-02,3,Sat,Feb,not,not,none
207,Melbourne Central,2013-02-02,3,Sat,Feb,not,not,none
69,Flinders Street Station Underpass,2013-02-02,4,Sat,Feb,not,not,none
122,Melbourne Central,2013-02-02,4,Sat,Feb,not,not,none
45,Flinders Street Station Underpass,2013-02-02,5,Sat,Feb,not,not,none
82,Melbourne Central,2013-02-02,5,Sat,Feb,not,not,none
77,Flinders Street Station Underpass,2013-02-02,6,Sat,Feb,not,not,none
60,Melbourne Central,2013-02-02,6,Sat,Feb,not,not,none
146,Flinders Street Station Underpass,2013-02-02,7,Sat,Feb,not,not,none
159,Melbourne Central,2013-02-02,7,Sat,Feb,not,not,none
260,Flinders Street Station Underpass,2013-02-02,8,Sat,Feb,not,not,none
272,Melbourne Central,2013-02-02,8,Sat,Feb,not,not,none
490,Flinders Street Station Underpass,2013-02-02,9,Sat,Feb,not,not,none
474,Melbourne Central,2013-02-02,9,Sat,Feb,not,not,none
695,Flinders Street Station Underpass,2013-02-02,10,Sat,Feb,not,not,none
674,Melbourne Central,2013-02-02,10,Sat,Feb,not,not,none
885,Flinders Street Station Underpass,2013-02-02,11,Sat,Feb,not,not,none
808,Melbourne Central,2013-02-02,11,Sat,Feb,not,not,none
1189,Flinders Street Station Underpass,2013-02-02,12,Sat,Feb,not,not,none
1857,Melbourne Central,2013-02-02,12,Sat,Feb,not,not,none
1231,Flinders Street Station Underpass,2013-02-02,13,Sat,Feb,not,not,none
2465,Melbourne Central,2013-02-02,13,Sat,Feb,not,not,none
1358,Flinders Street Station Underpass,2013-02-02,14,Sat,Feb,not,not,none
2567,Melbourne Central,2013-02-02,14,Sat,Feb,not,not,none
1427,Flinders Street Station Underpass,2013-02-02,15,Sat,Feb,not,not,none
2589,Melbourne Central,2013-02-02,15,Sat,Feb,not,not,none
1412,Flinders Street Station Underpass,2013-02-02,16,Sat,Feb,not,not,none
2402,Melbourne Central,2013-02-02,16,Sat,Feb,not,not,none
1237,Flinders Street Station Underpass,2013-02-02,17,Sat,Feb,not,not,none
2337,Melbourne Central,2013-02-02,17,Sat,Feb,not,not,none
1165,Flinders Street Station Underpass,2013-02-02,18,Sat,Feb,not,not,none
2294,Melbourne Central,2013-02-02,18,Sat,Feb,not,not,none
911,Flinders Street Station Underpass,2013-02-02,19,Sat,Feb,not,not,none
1901,Melbourne Central,2013-02-02,19,Sat,Feb,not,not,none
874,Flinders Street Station Underpass,2013-02-02,20,Sat,Feb,not,not,none
1809,Melbourne Central,2013-02-02,20,Sat,Feb,not,not,none
774,Flinders Street Station Underpass,2013-02-02,21,Sat,Feb,not,not,none
1614,Melbourne Central,2013-02-02,21,Sat,Feb,not,not,none
1139,Flinders Street Station Underpass,2013-02-02,22,Sat,Feb,not,not,none
1477,Melbourne Central,2013-02-02,22,Sat,Feb,not,not,none
1120,Flinders Street Station Underpass,2013-02-02,23,Sat,Feb,not,not,none
1225,Melbourne Central,2013-02-02,23,Sat,Feb,not,not,none
762,Flinders Street Station Underpass,2013-02-03,0,Sun,Feb,not,not,none
920,Melbourne Central,2013-02-03,0,Sun,Feb,not,not,none
357,Flinders Street Station Underpass,2013-02-03,1,Sun,Feb,not,not,none
494,Melbourne Central,2013-02-03,1,Sun,Feb,not,not,none
227,Flinders Street Station Underpass,2013-02-03,2,Sun,Feb,not,not,none
380,Melbourne Central,2013-02-03,2,Sun,Feb,not,not,none
179,Flinders Street Station Underpass,2013-02-03,3,Sun,Feb,not,not,none
295,Melbourne Central,2013-02-03,3,Sun,Feb,not,not,none
106,Flinders Street Station Underpass,2013-02-03,4,Sun,Feb,not,not,none
145,Melbourne Central,2013-02-03,4,Sun,Feb,not,not,none
55,Flinders Street Station Underpass,2013-02-03,5,Sun,Feb,not,not,none
107,Melbourne Central,2013-02-03,5,Sun,Feb,not,not,none
61,Flinders Street Station Underpass,2013-02-03,6,Sun,Feb,not,not,none
51,Melbourne Central,2013-02-03,6,Sun,Feb,not,not,none
122,Flinders Street Station Underpass,2013-02-03,7,Sun,Feb,not,not,none
90,Melbourne Central,2013-02-03,7,Sun,Feb,not,not,none
218,Flinders Street Station Underpass,2013-02-03,8,Sun,Feb,not,not,none
172,Melbourne Central,2013-02-03,8,Sun,Feb,not,not,none
363,Flinders Street Station Underpass,2013-02-03,9,Sun,Feb,not,not,none
355,Melbourne Central,2013-02-03,9,Sun,Feb,not,not,none
557,Flinders Street Station Underpass,2013-02-03,10,Sun,Feb,not,not,none
698,Melbourne Central,2013-02-03,10,Sun,Feb,not,not,none
786,Flinders Street Station Underpass,2013-02-03,11,Sun,Feb,not,not,none
1042,Melbourne Central,2013-02-03,11,Sun,Feb,not,not,none
933,Flinders Street Station Underpass,2013-02-03,12,Sun,Feb,not,not,none
1779,Melbourne Central,2013-02-03,12,Sun,Feb,not,not,none
981,Flinders Street Station Underpass,2013-02-03,13,Sun,Feb,not,not,none
2192,Melbourne Central,2013-02-03,13,Sun,Feb,not,not,none
1160,Flinders Street Station Underpass,2013-02-03,14,Sun,Feb,not,not,none
2226,Melbourne Central,2013-02-03,14,Sun,Feb,not,not,none
1220,Flinders Street Station Underpass,2013-02-03,15,Sun,Feb,not,not,none
2285,Melbourne Central,2013-02-03,15,Sun,Feb,not,not,none
1207,Flinders Street Station Underpass,2013-02-03,16,Sun,Feb,not,not,none
2169,Melbourne Central,2013-02-03,16,Sun,Feb,not,not,none
1010,Flinders Street Station Underpass,2013-02-03,17,Sun,Feb,not,not,none
2115,Melbourne Central,2013-02-03,17,Sun,Feb,not,not,none
867,Flinders Street Station Underpass,2013-02-03,18,Sun,Feb,not,not,none
1748,Melbourne Central,2013-02-03,18,Sun,Feb,not,not,none
595,Flinders Street Station Underpass,2013-02-03,19,Sun,Feb,not,not,none
1475,Melbourne Central,2013-02-03,19,Sun,Feb,not,not,none
622,Flinders Street Station Underpass,2013-02-03,20,Sun,Feb,not,not,none
1236,Melbourne Central,2013-02-03,20,Sun,Feb,not,not,none
445,Flinders Street Station Underpass,2013-02-03,21,Sun,Feb,not,not,none
1033,Melbourne Central,2013-02-03,21,Sun,Feb,not,not,none
444,Flinders Street Station Underpass,2013-02-03,22,Sun,Feb,not,not,none
746,Melbourne Central,2013-02-03,22,Sun,Feb,not,not,none
392,Flinders Street Station Underpass,2013-02-03,23,Sun,Feb,not,not,none
375,Melbourne Central,2013-02-03,23,Sun,Feb,not,not,none
192,Flinders Street Station Underpass,2013-02-04,0,Mon,Feb,not,not,none
135,Melbourne Central,2013-02-04,0,Mon,Feb,not,not,none
41,Flinders Street Station Underpass,2013-02-04,1,Mon,Feb,not,not,none
87,Melbourne Central,2013-02-04,1,Mon,Feb,not,not,none
26,Flinders Street Station Underpass,2013-02-04,2,Mon,Feb,not,not,none
47,Melbourne Central,2013-02-04,2,Mon,Feb,not,not,none
16,Flinders Street Station Underpass,2013-02-04,3,Mon,Feb,not,not,none
36,Melbourne Central,2013-02-04,3,Mon,Feb,not,not,none
20,Flinders Street Station Underpass,2013-02-04,4,Mon,Feb,not,not,none
24,Melbourne Central,2013-02-04,4,Mon,Feb,not,not,none
64,Flinders Street Station Underpass,2013-02-04,5,Mon,Feb,not,not,none
71,Melbourne Central,2013-02-04,5,Mon,Feb,not,not,none
295,Flinders Street Station Underpass,2013-02-04,6,Mon,Feb,not,not,none
155,Melbourne Central,2013-02-04,6,Mon,Feb,not,not,none
930,Flinders Street Station Underpass,2013-02-04,7,Mon,Feb,not,not,none
324,Melbourne Central,2013-02-04,7,Mon,Feb,not,not,none
2310,Flinders Street Station Underpass,2013-02-04,8,Mon,Feb,not,not,none
777,Melbourne Central,2013-02-04,8,Mon,Feb,not,not,none
1254,Flinders Street Station Underpass,2013-02-04,9,Mon,Feb,not,not,none
758,Melbourne Central,2013-02-04,9,Mon,Feb,not,not,none
773,Flinders Street Station Underpass,2013-02-04,10,Mon,Feb,not,not,none
948,Melbourne Central,2013-02-04,10,Mon,Feb,not,not,none
941,Flinders Street Station Underpass,2013-02-04,11,Mon,Feb,not,not,none
1055,Melbourne Central,2013-02-04,11,Mon,Feb,not,not,none
2034,Flinders Street Station Underpass,2013-02-04,12,Mon,Feb,not,not,none
2280,Melbourne Central,2013-02-04,12,Mon,Feb,not,not,none
2075,Flinders Street Station Underpass,2013-02-04,13,Mon,Feb,not,not,none
2329,Melbourne Central,2013-02-04,13,Mon,Feb,not,not,none
1315,Flinders Street Station Underpass,2013-02-04,14,Mon,Feb,not,not,none
2137,Melbourne Central,2013-02-04,14,Mon,Feb,not,not,none
1394,Flinders Street Station Underpass,2013-02-04,15,Mon,Feb,not,not,none
2179,Melbourne Central,2013-02-04,15,Mon,Feb,not,not,none
1561,Flinders Street Station Underpass,2013-02-04,16,Mon,Feb,not,not,none
2287,Melbourne Central,2013-02-04,16,Mon,Feb,not,not,none
2314,Flinders Street Station Underpass,2013-02-04,17,Mon,Feb,not,not,none
2413,Melbourne Central,2013-02-04,17,Mon,Feb,not,not,none
1487,Flinders Street Station Underpass,2013-02-04,18,Mon,Feb,not,not,none
1957,Melbourne Central,2013-02-04,18,Mon,Feb,not,not,none
900,Flinders Street Station Underpass,2013-02-04,19,Mon,Feb,not,not,none
1534,Melbourne Central,2013-02-04,19,Mon,Feb,not,not,none
715,Flinders Street Station Underpass,2013-02-04,20,Mon,Feb,not,not,none
1206,Melbourne Central,2013-02-04,20,Mon,Feb,not,not,none
598,Flinders Street Station Underpass,2013-02-04,21,Mon,Feb,not,not,none
1029,Melbourne Central,2013-02-04,21,Mon,Feb,not,not,none
566,Flinders Street Station Underpass,2013-02-04,22,Mon,Feb,not,not,none
616,Melbourne Central,2013-02-04,22,Mon,Feb,not,not,none
330,Flinders Street Station Underpass,2013-02-04,23,Mon,Feb,not,not,none
439,Melbourne Central,2013-02-04,23,Mon,Feb,not,not,none
139,Flinders Street Station Underpass,2013-02-05,0,Tues,Feb,not,not,none
158,Melbourne Central,2013-02-05,0,Tues,Feb,not,not,none
58,Flinders Street Station Underpass,2013-02-05,1,Tues,Feb,not,not,none
68,Melbourne Central,2013-02-05,1,Tues,Feb,not,not,none
20,Flinders Street Station Underpass,2013-02-05,2,Tues,Feb,not,not,none
34,Melbourne Central,2013-02-05,2,Tues,Feb,not,not,none
18,Flinders Street Station Underpass,2013-02-05,3,Tues,Feb,not,not,none
14,Melbourne Central,2013-02-05,3,Tues,Feb,not,not,none
16,Flinders Street Station Underpass,2013-02-05,4,Tues,Feb,not,not,none
24,Melbourne Central,2013-02-05,4,Tues,Feb,not,not,none
68,Flinders Street Station Underpass,2013-02-05,5,Tues,Feb,not,not,none
57,Melbourne Central,2013-02-05,5,Tues,Feb,not,not,none
333,Flinders Street Station Underpass,2013-02-05,6,Tues,Feb,not,not,none
135,Melbourne Central,2013-02-05,6,Tues,Feb,not,not,none
1040,Flinders Street Station Underpass,2013-02-05,7,Tues,Feb,not,not,none
336,Melbourne Central,2013-02-05,7,Tues,Feb,not,not,none
2369,Flinders Street Station Underpass,2013-02-05,8,Tues,Feb,not,not,none
775,Melbourne Central,2013-02-05,8,Tues,Feb,not,not,none
1140,Flinders Street Station Underpass,2013-02-05,9,Tues,Feb,not,not,none
791,Melbourne Central,2013-02-05,9,Tues,Feb,not,not,none
749,Flinders Street Station Underpass,2013-02-05,10,Tues,Feb,not,not,none
842,Melbourne Central,2013-02-05,10,Tues,Feb,not,not,none
850,Flinders Street Station Underpass,2013-02-05,11,Tues,Feb,not,not,none
827,Melbourne Central,2013-02-05,11,Tues,Feb,not,not,none
1838,Flinders Street Station Underpass,2013-02-05,12,Tues,Feb,not,not,none
2185,Melbourne Central,2013-02-05,12,Tues,Feb,not,not,none
1979,Flinders Street Station Underpass,2013-02-05,13,Tues,Feb,not,not,none
2474,Melbourne Central,2013-02-05,13,Tues,Feb,not,not,none
1280,Flinders Street Station Underpass,2013-02-05,14,Tues,Feb,not,not,none
2199,Melbourne Central,2013-02-05,14,Tues,Feb,not,not,none
1108,Flinders Street Station Underpass,2013-02-05,15,Tues,Feb,not,not,none
2205,Melbourne Central,2013-02-05,15,Tues,Feb,not,not,none
1294,Flinders Street Station Underpass,2013-02-05,16,Tues,Feb,not,not,none
2235,Melbourne Central,2013-02-05,16,Tues,Feb,not,not,none
2213,Flinders Street Station Underpass,2013-02-05,17,Tues,Feb,not,not,none
2456,Melbourne Central,2013-02-05,17,Tues,Feb,not,not,none
1379,Flinders Street Station Underpass,2013-02-05,18,Tues,Feb,not,not,none
2194,Melbourne Central,2013-02-05,18,Tues,Feb,not,not,none
950,Flinders Street Station Underpass,2013-02-05,19,Tues,Feb,not,not,none
1526,Melbourne Central,2013-02-05,19,Tues,Feb,not,not,none
697,Flinders Street Station Underpass,2013-02-05,20,Tues,Feb,not,not,none
1515,Melbourne Central,2013-02-05,20,Tues,Feb,not,not,none
727,Flinders Street Station Underpass,2013-02-05,21,Tues,Feb,not,not,none
1394,Melbourne Central,2013-02-05,21,Tues,Feb,not,not,none
583,Flinders Street Station Underpass,2013-02-05,22,Tues,Feb,not,not,none
864,Melbourne Central,2013-02-05,22,Tues,Feb,not,not,none
430,Flinders Street Station Underpass,2013-02-05,23,Tues,Feb,not,not,none
455,Melbourne Central,2013-02-05,23,Tues,Feb,not,not,none
161,Flinders Street Station Underpass,2013-02-06,0,Wed,Feb,hot,not,none
287,Melbourne Central,2013-02-06,0,Wed,Feb,hot,not,none
71,Flinders Street Station Underpass,2013-02-06,1,Wed,Feb,hot,not,none
89,Melbourne Central,2013-02-06,1,Wed,Feb,hot,not,none
32,Flinders Street Station Underpass,2013-02-06,2,Wed,Feb,hot,not,none
53,Melbourne Central,2013-02-06,2,Wed,Feb,hot,not,none
16,Flinders Street Station Underpass,2013-02-06,3,Wed,Feb,hot,not,none
39,Melbourne Central,2013-02-06,3,Wed,Feb,hot,not,none
19,Flinders Street Station Underpass,2013-02-06,4,Wed,Feb,hot,not,none
18,Melbourne Central,2013-02-06,4,Wed,Feb,hot,not,none
53,Flinders Street Station Underpass,2013-02-06,5,Wed,Feb,hot,not,none
60,Melbourne Central,2013-02-06,5,Wed,Feb,hot,not,none
336,Flinders Street Station Underpass,2013-02-06,6,Wed,Feb,hot,not,none
153,Melbourne Central,2013-02-06,6,Wed,Feb,hot,not,none
983,Flinders Street Station Underpass,2013-02-06,7,Wed,Feb,hot,not,none
342,Melbourne Central,2013-02-06,7,Wed,Feb,hot,not,none
2301,Flinders Street Station Underpass,2013-02-06,8,Wed,Feb,hot,not,none
831,Melbourne Central,2013-02-06,8,Wed,Feb,hot,not,none
1244,Flinders Street Station Underpass,2013-02-06,9,Wed,Feb,hot,not,none
850,Melbourne Central,2013-02-06,9,Wed,Feb,hot,not,none
797,Flinders Street Station Underpass,2013-02-06,10,Wed,Feb,hot,not,none
873,Melbourne Central,2013-02-06,10,Wed,Feb,hot,not,none
905,Flinders Street Station Underpass,2013-02-06,11,Wed,Feb,hot,not,none
803,Melbourne Central,2013-02-06,11,Wed,Feb,hot,not,none
1682,Flinders Street Station Underpass,2013-02-06,12,Wed,Feb,hot,not,none
2185,Melbourne Central,2013-02-06,12,Wed,Feb,hot,not,none
1797,Flinders Street Station Underpass,2013-02-06,13,Wed,Feb,hot,not,none
2290,Melbourne Central,2013-02-06,13,Wed,Feb,hot,not,none
1170,Flinders Street Station Underpass,2013-02-06,14,Wed,Feb,hot,not,none
2089,Melbourne Central,2013-02-06,14,Wed,Feb,hot,not,none
1068,Flinders Street Station Underpass,2013-02-06,15,Wed,Feb,hot,not,none
1987,Melbourne Central,2013-02-06,15,Wed,Feb,hot,not,none
1322,Flinders Street Station Underpass,2013-02-06,16,Wed,Feb,hot,not,none
1898,Melbourne Central,2013-02-06,16,Wed,Feb,hot,not,none
2085,Flinders Street Station Underpass,2013-02-06,17,Wed,Feb,hot,not,none
2316,Melbourne Central,2013-02-06,17,Wed,Feb,hot,not,none
1445,Flinders Street Station Underpass,2013-02-06,18,Wed,Feb,hot,not,none
2028,Melbourne Central,2013-02-06,18,Wed,Feb,hot,not,none
893,Flinders Street Station Underpass,2013-02-06,19,Wed,Feb,hot,not,none
1700,Melbourne Central,2013-02-06,19,Wed,Feb,hot,not,none
721,Flinders Street Station Underpass,2013-02-06,20,Wed,Feb,hot,not,none
1558,Melbourne Central,2013-02-06,20,Wed,Feb,hot,not,none
679,Flinders Street Station Underpass,2013-02-06,21,Wed,Feb,hot,not,none
1264,Melbourne Central,2013-02-06,21,Wed,Feb,hot,not,none
796,Flinders Street Station Underpass,2013-02-06,22,Wed,Feb,hot,not,none
926,Melbourne Central,2013-02-06,22,Wed,Feb,hot,not,none
529,Flinders Street Station Underpass,2013-02-06,23,Wed,Feb,hot,not,none
511,Melbourne Central,2013-02-06,23,Wed,Feb,hot,not,none
226,Flinders Street Station Underpass,2013-02-07,0,Thurs,Feb,not,not,none
288,Melbourne Central,2013-02-07,0,Thurs,Feb,not,not,none
103,Flinders Street Station Underpass,2013-02-07,1,Thurs,Feb,not,not,none
132,Melbourne Central,2013-02-07,1,Thurs,Feb,not,not,none
37,Flinders Street Station Underpass,2013-02-07,2,Thurs,Feb,not,not,none
64,Melbourne Central,2013-02-07,2,Thurs,Feb,not,not,none
46,Flinders Street Station Underpass,2013-02-07,3,Thurs,Feb,not,not,none
32,Melbourne Central,2013-02-07,3,Thurs,Feb,not,not,none
35,Flinders Street Station Underpass,2013-02-07,4,Thurs,Feb,not,not,none
14,Melbourne Central,2013-02-07,4,Thurs,Feb,not,not,none
58,Flinders Street Station Underpass,2013-02-07,5,Thurs,Feb,not,not,none
56,Melbourne Central,2013-02-07,5,Thurs,Feb,not,not,none
322,Flinders Street Station Underpass,2013-02-07,6,Thurs,Feb,not,not,none
164,Melbourne Central,2013-02-07,6,Thurs,Feb,not,not,none
1043,Flinders Street Station Underpass,2013-02-07,7,Thurs,Feb,not,not,none
323,Melbourne Central,2013-02-07,7,Thurs,Feb,not,not,none
2320,Flinders Street Station Underpass,2013-02-07,8,Thurs,Feb,not,not,none
819,Melbourne Central,2013-02-07,8,Thurs,Feb,not,not,none
1206,Flinders Street Station Underpass,2013-02-07,9,Thurs,Feb,not,not,none
849,Melbourne Central,2013-02-07,9,Thurs,Feb,not,not,none
783,Flinders Street Station Underpass,2013-02-07,10,Thurs,Feb,not,not,none
799,Melbourne Central,2013-02-07,10,Thurs,Feb,not,not,none
911,Flinders Street Station Underpass,2013-02-07,11,Thurs,Feb,not,not,none
855,Melbourne Central,2013-02-07,11,Thurs,Feb,not,not,none
1777,Flinders Street Station Underpass,2013-02-07,12,Thurs,Feb,not,not,none
1968,Melbourne Central,2013-02-07,12,Thurs,Feb,not,not,none
1871,Flinders Street Station Underpass,2013-02-07,13,Thurs,Feb,not,not,none
2319,Melbourne Central,2013-02-07,13,Thurs,Feb,not,not,none
1295,Flinders Street Station Underpass,2013-02-07,14,Thurs,Feb,not,not,none
2150,Melbourne Central,2013-02-07,14,Thurs,Feb,not,not,none
1284,Flinders Street Station Underpass,2013-02-07,15,Thurs,Feb,not,not,none
2132,Melbourne Central,2013-02-07,15,Thurs,Feb,not,not,none
1477,Flinders Street Station Underpass,2013-02-07,16,Thurs,Feb,not,not,none
2120,Melbourne Central,2013-02-07,16,Thurs,Feb,not,not,none
2149,Flinders Street Station Underpass,2013-02-07,17,Thurs,Feb,not,not,none
2312,Melbourne Central,2013-02-07,17,Thurs,Feb,not,not,none
1544,Flinders Street Station Underpass,2013-02-07,18,Thurs,Feb,not,not,none
2268,Melbourne Central,2013-02-07,18,Thurs,Feb,not,not,none
923,Flinders Street Station Underpass,2013-02-07,19,Thurs,Feb,not,not,none
1894,Melbourne Central,2013-02-07,19,Thurs,Feb,not,not,none
828,Flinders Street Station Underpass,2013-02-07,20,Thurs,Feb,not,not,none
1654,Melbourne Central,2013-02-07,20,Thurs,Feb,not,not,none
705,Flinders Street Station Underpass,2013-02-07,21,Thurs,Feb,not,not,none
1471,Melbourne Central,2013-02-07,21,Thurs,Feb,not,not,none
716,Flinders Street Station Underpass,2013-02-07,22,Thurs,Feb,not,not,none
1041,Melbourne Central,2013-02-07,22,Thurs,Feb,not,not,none
484,Flinders Street Station Underpass,2013-02-07,23,Thurs,Feb,not,not,none
586,Melbourne Central,2013-02-07,23,Thurs,Feb,not,not,none
195,Flinders Street Station Underpass,2013-02-08,0,Fri,Feb,not,not,none
300,Melbourne Central,2013-02-08,0,Fri,Feb,not,not,none
109,Flinders Street Station Underpass,2013-02-08,1,Fri,Feb,not,not,none
146,Melbourne Central,2013-02-08,1,Fri,Feb,not,not,none
54,Flinders Street Station Underpass,2013-02-08,2,Fri,Feb,not,not,none
62,Melbourne Central,2013-02-08,2,Fri,Feb,not,not,none
31,Flinders Street Station Underpass,2013-02-08,3,Fri,Feb,not,not,none
40,Melbourne Central,2013-02-08,3,Fri,Feb,not,not,none
36,Flinders Street Station Underpass,2013-02-08,4,Fri,Feb,not,not,none
26,Melbourne Central,2013-02-08,4,Fri,Feb,not,not,none
65,Flinders Street Station Underpass,2013-02-08,5,Fri,Feb,not,not,none
59,Melbourne Central,2013-02-08,5,Fri,Feb,not,not,none
311,Flinders Street Station Underpass,2013-02-08,6,Fri,Feb,not,not,none
155,Melbourne Central,2013-02-08,6,Fri,Feb,not,not,none
996,Flinders Street Station Underpass,2013-02-08,7,Fri,Feb,not,not,none
370,Melbourne Central,2013-02-08,7,Fri,Feb,not,not,none
2273,Flinders Street Station Underpass,2013-02-08,8,Fri,Feb,not,not,none
775,Melbourne Central,2013-02-08,8,Fri,Feb,not,not,none
1066,Flinders Street Station Underpass,2013-02-08,9,Fri,Feb,not,not,none
903,Melbourne Central,2013-02-08,9,Fri,Feb,not,not,none
798,Flinders Street Station Underpass,2013-02-08,10,Fri,Feb,not,not,none
855,Melbourne Central,2013-02-08,10,Fri,Feb,not,not,none
1041,Flinders Street Station Underpass,2013-02-08,11,Fri,Feb,not,not,none
937,Melbourne Central,2013-02-08,11,Fri,Feb,not,not,none
1951,Flinders Street Station Underpass,2013-02-08,12,Fri,Feb,not,not,none
2434,Melbourne Central,2013-02-08,12,Fri,Feb,not,not,none
1956,Flinders Street Station Underpass,2013-02-08,13,Fri,Feb,not,not,none
2639,Melbourne Central,2013-02-08,13,Fri,Feb,not,not,none
1418,Flinders Street Station Underpass,2013-02-08,14,Fri,Feb,not,not,none
2319,Melbourne Central,2013-02-08,14,Fri,Feb,not,not,none
1233,Flinders Street Station Underpass,2013-02-08,15,Fri,Feb,not,not,none
2317,Melbourne Central,2013-02-08,15,Fri,Feb,not,not,none
1622,Flinders Street Station Underpass,2013-02-08,16,Fri,Feb,not,not,none
2509,Melbourne Central,2013-02-08,16,Fri,Feb,not,not,none
2486,Flinders Street Station Underpass,2013-02-08,17,Fri,Feb,not,not,none
2788,Melbourne Central,2013-02-08,17,Fri,Feb,not,not,none
1697,Flinders Street Station Underpass,2013-02-08,18,Fri,Feb,not,not,none
2726,Melbourne Central,2013-02-08,18,Fri,Feb,not,not,none
1386,Flinders Street Station Underpass,2013-02-08,19,Fri,Feb,not,not,none
2364,Melbourne Central,2013-02-08,19,Fri,Feb,not,not,none
1314,Flinders Street Station Underpass,2013-02-08,20,Fri,Feb,not,not,none
2290,Melbourne Central,2013-02-08,20,Fri,Feb,not,not,none
1019,Flinders Street Station Underpass,2013-02-08,21,Fri,Feb,not,not,none
2328,Melbourne Central,2013-02-08,21,Fri,Feb,not,not,none
1383,Flinders Street Station Underpass,2013-02-08,22,Fri,Feb,not,not,none
1759,Melbourne Central,2013-02-08,22,Fri,Feb,not,not,none
1221,Flinders Street Station Underpass,2013-02-08,23,Fri,Feb,not,not,none
1462,Melbourne Central,2013-02-08,23,Fri,Feb,not,not,none
841,Flinders Street Station Underpass,2013-02-09,0,Sat,Feb,not,not,none
925,Melbourne Central,2013-02-09,0,Sat,Feb,not,not,none
328,Flinders Street Station Underpass,2013-02-09,1,Sat,Feb,not,not,none
525,Melbourne Central,2013-02-09,1,Sat,Feb,not,not,none
194,Flinders Street Station Underpass,2013-02-09,2,Sat,Feb,not,not,none
243,Melbourne Central,2013-02-09,2,Sat,Feb,not,not,none
91,Flinders Street Station Underpass,2013-02-09,3,Sat,Feb,not,not,none
223,Melbourne Central,2013-02-09,3,Sat,Feb,not,not,none
74,Flinders Street Station Underpass,2013-02-09,4,Sat,Feb,not,not,none
71,Melbourne Central,2013-02-09,4,Sat,Feb,not,not,none
68,Flinders Street Station Underpass,2013-02-09,5,Sat,Feb,not,not,none
72,Melbourne Central,2013-02-09,5,Sat,Feb,not,not,none
66,Flinders Street Station Underpass,2013-02-09,6,Sat,Feb,not,not,none
73,Melbourne Central,2013-02-09,6,Sat,Feb,not,not,none
200,Flinders Street Station Underpass,2013-02-09,7,Sat,Feb,not,not,none
182,Melbourne Central,2013-02-09,7,Sat,Feb,not,not,none
303,Flinders Street Station Underpass,2013-02-09,8,Sat,Feb,not,not,none
287,Melbourne Central,2013-02-09,8,Sat,Feb,not,not,none
556,Flinders Street Station Underpass,2013-02-09,9,Sat,Feb,not,not,none
606,Melbourne Central,2013-02-09,9,Sat,Feb,not,not,none
911,Flinders Street Station Underpass,2013-02-09,10,Sat,Feb,not,not,none
795,Melbourne Central,2013-02-09,10,Sat,Feb,not,not,none
1119,Flinders Street Station Underpass,2013-02-09,11,Sat,Feb,not,not,none
934,Melbourne Central,2013-02-09,11,Sat,Feb,not,not,none
1325,Flinders Street Station Underpass,2013-02-09,12,Sat,Feb,not,not,none
1762,Melbourne Central,2013-02-09,12,Sat,Feb,not,not,none
1518,Flinders Street Station Underpass,2013-02-09,13,Sat,Feb,not,not,none
