count,sensor,date,time,day,month,high_tmp,low_tmp,high_prcp
1152,Melbourne Central,2013-11-10,21,Sun,Nov,not,not,none
301,Flinders Street Station Underpass,2013-11-10,22,Sun,Nov,not,not,none
712,Melbourne Central,2013-11-10,22,Sun,Nov,not,not,none
213,Flinders Street Station Underpass,2013-11-10,23,Sun,Nov,not,not,none
507,Melbourne Central,2013-11-10,23,Sun,Nov,not,not,none
105,Flinders Street Station Underpass,2013-11-11,0,Mon,Nov,not,not,none
135,Melbourne Central,2013-11-11,0,Mon,Nov,not,not,none
71,Flinders Street Station Underpass,2013-11-11,1,Mon,Nov,not,not,none
109,Melbourne Central,2013-11-11,1,Mon,Nov,not,not,none
26,Flinders Street Station Underpass,2013-11-11,2,Mon,Nov,not,not,none
50,Melbourne Central,2013-11-11,2,Mon,Nov,not,not,none
25,Flinders Street Station Underpass,2013-11-11,3,Mon,Nov,not,not,none
28,Melbourne Central,2013-11-11,3,Mon,Nov,not,not,none
29,Flinders Street Station Underpass,2013-11-11,4,Mon,Nov,not,not,none
23,Melbourne Central,2013-11-11,4,Mon,Nov,not,not,none
80,Flinders Street Station Underpass,2013-11-11,5,Mon,Nov,not,not,none
65,Melbourne Central,2013-11-11,5,Mon,Nov,not,not,none
472,Flinders Street Station Underpass,2013-11-11,6,Mon,Nov,not,not,none
202,Melbourne Central,2013-11-11,6,Mon,Nov,not,not,none
1146,Flinders Street Station Underpass,2013-11-11,7,Mon,Nov,not,not,none
454,Melbourne Central,2013-11-11,7,Mon,Nov,not,not,none
2346,Flinders Street Station Underpass,2013-11-11,8,Mon,Nov,not,not,none
879,Melbourne Central,2013-11-11,8,Mon,Nov,not,not,none
1105,Flinders Street Station Underpass,2013-11-11,9,Mon,Nov,not,not,none
886,Melbourne Central,2013-11-11,9,Mon,Nov,not,not,none
728,Flinders Street Station Underpass,2013-11-11,10,Mon,Nov,not,not,none
797,Melbourne Central,2013-11-11,10,Mon,Nov,not,not,none
995,Flinders Street Station Underpass,2013-11-11,11,Mon,Nov,not,not,none
1353,Melbourne Central,2013-11-11,11,Mon,Nov,not,not,none
1821,Flinders Street Station Underpass,2013-11-11,12,Mon,Nov,not,not,none
2522,Melbourne Central,2013-11-11,12,Mon,Nov,not,not,none
1598,Flinders Street Station Underpass,2013-11-11,13,Mon,Nov,not,not,none
2492,Melbourne Central,2013-11-11,13,Mon,Nov,not,not,none
1234,Flinders Street Station Underpass,2013-11-11,14,Mon,Nov,not,not,none
2203,Melbourne Central,2013-11-11,14,Mon,Nov,not,not,none
1263,Flinders Street Station Underpass,2013-11-11,15,Mon,Nov,not,not,none
2120,Melbourne Central,2013-11-11,15,Mon,Nov,not,not,none
1202,Flinders Street Station Underpass,2013-11-11,16,Mon,Nov,not,not,none
2055,Melbourne Central,2013-11-11,16,Mon,Nov,not,not,none
2094,Flinders Street Station Underpass,2013-11-11,17,Mon,Nov,not,not,none
1984,Melbourne Central,2013-11-11,17,Mon,Nov,not,not,none
1234,Flinders Street Station Underpass,2013-11-11,18,Mon,Nov,not,not,none
1821,Melbourne Central,2013-11-11,18,Mon,Nov,not,not,none
661,Flinders Street Station Underpass,2013-11-11,19,Mon,Nov,not,not,none
1460,Melbourne Central,2013-11-11,19,Mon,Nov,not,not,none
543,Flinders Street Station Underpass,2013-11-11,20,Mon,Nov,not,not,none
1315,Melbourne Central,2013-11-11,20,Mon,Nov,not,not,none
446,Flinders Street Station Underpass,2013-11-11,21,Mon,Nov,not,not,none
1017,Melbourne Central,2013-11-11,21,Mon,Nov,not,not,none
323,Flinders Street Station Underpass,2013-11-11,22,Mon,Nov,not,not,none
706,Melbourne Central,2013-11-11,22,Mon,Nov,not,not,none
190,Flinders Street Station Underpass,2013-11-11,23,Mon,Nov,not,not,none
390,Melbourne Central,2013-11-11,23,Mon,Nov,not,not,none
113,Flinders Street Station Underpass,2013-11-12,0,Tues,Nov,not,not,none
152,Melbourne Central,2013-11-12,0,Tues,Nov,not,not,none
30,Flinders Street Station Underpass,2013-11-12,1,Tues,Nov,not,not,none
72,Melbourne Central,2013-11-12,1,Tues,Nov,not,not,none
12,Flinders Street Station Underpass,2013-11-12,2,Tues,Nov,not,not,none
51,Melbourne Central,2013-11-12,2,Tues,Nov,not,not,none
8,Flinders Street Station Underpass,2013-11-12,3,Tues,Nov,not,not,none
25,Melbourne Central,2013-11-12,3,Tues,Nov,not,not,none
24,Flinders Street Station Underpass,2013-11-12,4,Tues,Nov,not,not,none
30,Melbourne Central,2013-11-12,4,Tues,Nov,not,not,none
93,Flinders Street Station Underpass,2013-11-12,5,Tues,Nov,not,not,none
70,Melbourne Central,2013-11-12,5,Tues,Nov,not,not,none
442,Flinders Street Station Underpass,2013-11-12,6,Tues,Nov,not,not,none
195,Melbourne Central,2013-11-12,6,Tues,Nov,not,not,none
1245,Flinders Street Station Underpass,2013-11-12,7,Tues,Nov,not,not,none
376,Melbourne Central,2013-11-12,7,Tues,Nov,not,not,none
2180,Flinders Street Station Underpass,2013-11-12,8,Tues,Nov,not,not,none
832,Melbourne Central,2013-11-12,8,Tues,Nov,not,not,none
1185,Flinders Street Station Underpass,2013-11-12,9,Tues,Nov,not,not,none
820,Melbourne Central,2013-11-12,9,Tues,Nov,not,not,none
800,Flinders Street Station Underpass,2013-11-12,10,Tues,Nov,not,not,none
1098,Melbourne Central,2013-11-12,10,Tues,Nov,not,not,none
929,Flinders Street Station Underpass,2013-11-12,11,Tues,Nov,not,not,none
1472,Melbourne Central,2013-11-12,11,Tues,Nov,not,not,none
1386,Flinders Street Station Underpass,2013-11-12,12,Tues,Nov,not,not,none
2051,Melbourne Central,2013-11-12,12,Tues,Nov,not,not,none
1343,Flinders Street Station Underpass,2013-11-12,13,Tues,Nov,not,not,none
2042,Melbourne Central,2013-11-12,13,Tues,Nov,not,not,none
954,Flinders Street Station Underpass,2013-11-12,14,Tues,Nov,not,not,none
1825,Melbourne Central,2013-11-12,14,Tues,Nov,not,not,none
979,Flinders Street Station Underpass,2013-11-12,15,Tues,Nov,not,not,none
1881,Melbourne Central,2013-11-12,15,Tues,Nov,not,not,none
1214,Flinders Street Station Underpass,2013-11-12,16,Tues,Nov,not,not,none
1925,Melbourne Central,2013-11-12,16,Tues,Nov,not,not,none
2247,Flinders Street Station Underpass,2013-11-12,17,Tues,Nov,not,not,none
2023,Melbourne Central,2013-11-12,17,Tues,Nov,not,not,none
1229,Flinders Street Station Underpass,2013-11-12,18,Tues,Nov,not,not,none
1898,Melbourne Central,2013-11-12,18,Tues,Nov,not,not,none
616,Flinders Street Station Underpass,2013-11-12,19,Tues,Nov,not,not,none
1268,Melbourne Central,2013-11-12,19,Tues,Nov,not,not,none
439,Flinders Street Station Underpass,2013-11-12,20,Tues,Nov,not,not,none
1239,Melbourne Central,2013-11-12,20,Tues,Nov,not,not,none
369,Flinders Street Station Underpass,2013-11-12,21,Tues,Nov,not,not,none
943,Melbourne Central,2013-11-12,21,Tues,Nov,not,not,none
249,Flinders Street Station Underpass,2013-11-12,22,Tues,Nov,not,not,none
584,Melbourne Central,2013-11-12,22,Tues,Nov,not,not,none
159,Flinders Street Station Underpass,2013-11-12,23,Tues,Nov,not,not,none
347,Melbourne Central,2013-11-12,23,Tues,Nov,not,not,none
80,Flinders Street Station Underpass,2013-11-13,0,Wed,Nov,not,not,rain
138,Melbourne Central,2013-11-13,0,Wed,Nov,not,not,rain
33,Flinders Street Station Underpass,2013-11-13,1,Wed,Nov,not,not,rain
45,Melbourne Central,2013-11-13,1,Wed,Nov,not,not,rain
8,Flinders Street Station Underpass,2013-11-13,2,Wed,Nov,not,not,rain
25,Melbourne Central,2013-11-13,2,Wed,Nov,not,not,rain
9,Flinders Street Station Underpass,2013-11-13,3,Wed,Nov,not,not,rain
32,Melbourne Central,2013-11-13,3,Wed,Nov,not,not,rain
16,Flinders Street Station Underpass,2013-11-13,4,Wed,Nov,not,not,rain
25,Melbourne Central,2013-11-13,4,Wed,Nov,not,not,rain
118,Flinders Street Station Underpass,2013-11-13,5,Wed,Nov,not,not,rain
54,Melbourne Central,2013-11-13,5,Wed,Nov,not,not,rain
432,Flinders Street Station Underpass,2013-11-13,6,Wed,Nov,not,not,rain
196,Melbourne Central,2013-11-13,6,Wed,Nov,not,not,rain
1124,Flinders Street Station Underpass,2013-11-13,7,Wed,Nov,not,not,rain
358,Melbourne Central,2013-11-13,7,Wed,Nov,not,not,rain
2127,Flinders Street Station Underpass,2013-11-13,8,Wed,Nov,not,not,rain
688,Melbourne Central,2013-11-13,8,Wed,Nov,not,not,rain
1011,Flinders Street Station Underpass,2013-11-13,9,Wed,Nov,not,not,rain
637,Melbourne Central,2013-11-13,9,Wed,Nov,not,not,rain
641,Flinders Street Station Underpass,2013-11-13,10,Wed,Nov,not,not,rain
782,Melbourne Central,2013-11-13,10,Wed,Nov,not,not,rain
695,Flinders Street Station Underpass,2013-11-13,11,Wed,Nov,not,not,rain
1252,Melbourne Central,2013-11-13,11,Wed,Nov,not,not,rain
1342,Flinders Street Station Underpass,2013-11-13,12,Wed,Nov,not,not,rain
2085,Melbourne Central,2013-11-13,12,Wed,Nov,not,not,rain
1259,Flinders Street Station Underpass,2013-11-13,13,Wed,Nov,not,not,rain
2088,Melbourne Central,2013-11-13,13,Wed,Nov,not,not,rain
923,Flinders Street Station Underpass,2013-11-13,14,Wed,Nov,not,not,rain
1921,Melbourne Central,2013-11-13,14,Wed,Nov,not,not,rain
891,Flinders Street Station Underpass,2013-11-13,15,Wed,Nov,not,not,rain
1660,Melbourne Central,2013-11-13,15,Wed,Nov,not,not,rain
1143,Flinders Street Station Underpass,2013-11-13,16,Wed,Nov,not,not,rain
1754,Melbourne Central,2013-11-13,16,Wed,Nov,not,not,rain
2129,Flinders Street Station Underpass,2013-11-13,17,Wed,Nov,not,not,rain
2251,Melbourne Central,2013-11-13,17,Wed,Nov,not,not,rain
1307,Flinders Street Station Underpass,2013-11-13,18,Wed,Nov,not,not,rain
2198,Melbourne Central,2013-11-13,18,Wed,Nov,not,not,rain
751,Flinders Street Station Underpass,2013-11-13,19,Wed,Nov,not,not,rain
1718,Melbourne Central,2013-11-13,19,Wed,Nov,not,not,rain
568,Flinders Street Station Underpass,2013-11-13,20,Wed,Nov,not,not,rain
1531,Melbourne Central,2013-11-13,20,Wed,Nov,not,not,rain
519,Flinders Street Station Underpass,2013-11-13,21,Wed,Nov,not,not,rain
1348,Melbourne Central,2013-11-13,21,Wed,Nov,not,not,rain
398,Flinders Street Station Underpass,2013-11-13,22,Wed,Nov,not,not,rain
919,Melbourne Central,2013-11-13,22,Wed,Nov,not,not,rain
252,Flinders Street Station Underpass,2013-11-13,23,Wed,Nov,not,not,rain
471,Melbourne Central,2013-11-13,23,Wed,Nov,not,not,rain
103,Flinders Street Station Underpass,2013-11-14,0,Thurs,Nov,not,not,rain
213,Melbourne Central,2013-11-14,0,Thurs,Nov,not,not,rain
37,Flinders Street Station Underpass,2013-11-14,1,Thurs,Nov,not,not,rain
87,Melbourne Central,2013-11-14,1,Thurs,Nov,not,not,rain
36,Flinders Street Station Underpass,2013-11-14,2,Thurs,Nov,not,not,rain
48,Melbourne Central,2013-11-14,2,Thurs,Nov,not,not,rain
17,Flinders Street Station Underpass,2013-11-14,3,Thurs,Nov,not,not,rain
42,Melbourne Central,2013-11-14,3,Thurs,Nov,not,not,rain
14,Flinders Street Station Underpass,2013-11-14,4,Thurs,Nov,not,not,rain
26,Melbourne Central,2013-11-14,4,Thurs,Nov,not,not,rain
105,Flinders Street Station Underpass,2013-11-14,5,Thurs,Nov,not,not,rain
68,Melbourne Central,2013-11-14,5,Thurs,Nov,not,not,rain
478,Flinders Street Station Underpass,2013-11-14,6,Thurs,Nov,not,not,rain
223,Melbourne Central,2013-11-14,6,Thurs,Nov,not,not,rain
1121,Flinders Street Station Underpass,2013-11-14,7,Thurs,Nov,not,not,rain
408,Melbourne Central,2013-11-14,7,Thurs,Nov,not,not,rain
2321,Flinders Street Station Underpass,2013-11-14,8,Thurs,Nov,not,not,rain
944,Melbourne Central,2013-11-14,8,Thurs,Nov,not,not,rain
1200,Flinders Street Station Underpass,2013-11-14,9,Thurs,Nov,not,not,rain
848,Melbourne Central,2013-11-14,9,Thurs,Nov,not,not,rain
742,Flinders Street Station Underpass,2013-11-14,10,Thurs,Nov,not,not,rain
1071,Melbourne Central,2013-11-14,10,Thurs,Nov,not,not,rain
991,Flinders Street Station Underpass,2013-11-14,11,Thurs,Nov,not,not,rain
1451,Melbourne Central,2013-11-14,11,Thurs,Nov,not,not,rain
2111,Flinders Street Station Underpass,2013-11-14,12,Thurs,Nov,not,not,rain
2383,Melbourne Central,2013-11-14,12,Thurs,Nov,not,not,rain
1778,Flinders Street Station Underpass,2013-11-14,13,Thurs,Nov,not,not,rain
2498,Melbourne Central,2013-11-14,13,Thurs,Nov,not,not,rain
1216,Flinders Street Station Underpass,2013-11-14,14,Thurs,Nov,not,not,rain
2275,Melbourne Central,2013-11-14,14,Thurs,Nov,not,not,rain
1223,Flinders Street Station Underpass,2013-11-14,15,Thurs,Nov,not,not,rain
2427,Melbourne Central,2013-11-14,15,Thurs,Nov,not,not,rain
1450,Flinders Street Station Underpass,2013-11-14,16,Thurs,Nov,not,not,rain
2555,Melbourne Central,2013-11-14,16,Thurs,Nov,not,not,rain
2342,Flinders Street Station Underpass,2013-11-14,17,Thurs,Nov,not,not,rain
2759,Melbourne Central,2013-11-14,17,Thurs,Nov,not,not,rain
1563,Flinders Street Station Underpass,2013-11-14,18,Thurs,Nov,not,not,rain
2529,Melbourne Central,2013-11-14,18,Thurs,Nov,not,not,rain
1016,Flinders Street Station Underpass,2013-11-14,19,Thurs,Nov,not,not,rain
2370,Melbourne Central,2013-11-14,19,Thurs,Nov,not,not,rain
756,Flinders Street Station Underpass,2013-11-14,20,Thurs,Nov,not,not,rain
1979,Melbourne Central,2013-11-14,20,Thurs,Nov,not,not,rain
635,Flinders Street Station Underpass,2013-11-14,21,Thurs,Nov,not,not,rain
1903,Melbourne Central,2013-11-14,21,Thurs,Nov,not,not,rain
526,Flinders Street Station Underpass,2013-11-14,22,Thurs,Nov,not,not,rain
1463,Melbourne Central,2013-11-14,22,Thurs,Nov,not,not,rain
388,Flinders Street Station Underpass,2013-11-14,23,Thurs,Nov,not,not,rain
1011,Melbourne Central,2013-11-14,23,Thurs,Nov,not,not,rain
173,Flinders Street Station Underpass,2013-11-15,0,Fri,Nov,not,not,none
493,Melbourne Central,2013-11-15,0,Fri,Nov,not,not,none
70,Flinders Street Station Underpass,2013-11-15,1,Fri,Nov,not,not,none
241,Melbourne Central,2013-11-15,1,Fri,Nov,not,not,none
37,Flinders Street Station Underpass,2013-11-15,2,Fri,Nov,not,not,none
180,Melbourne Central,2013-11-15,2,Fri,Nov,not,not,none
41,Flinders Street Station Underpass,2013-11-15,3,Fri,Nov,not,not,none
151,Melbourne Central,2013-11-15,3,Fri,Nov,not,not,none
42,Flinders Street Station Underpass,2013-11-15,4,Fri,Nov,not,not,none
61,Melbourne Central,2013-11-15,4,Fri,Nov,not,not,none
102,Flinders Street Station Underpass,2013-11-15,5,Fri,Nov,not,not,none
82,Melbourne Central,2013-11-15,5,Fri,Nov,not,not,none
492,Flinders Street Station Underpass,2013-11-15,6,Fri,Nov,not,not,none
220,Melbourne Central,2013-11-15,6,Fri,Nov,not,not,none
1106,Flinders Street Station Underpass,2013-11-15,7,Fri,Nov,not,not,none
383,Melbourne Central,2013-11-15,7,Fri,Nov,not,not,none
2207,Flinders Street Station Underpass,2013-11-15,8,Fri,Nov,not,not,none
781,Melbourne Central,2013-11-15,8,Fri,Nov,not,not,none
1202,Flinders Street Station Underpass,2013-11-15,9,Fri,Nov,not,not,none
878,Melbourne Central,2013-11-15,9,Fri,Nov,not,not,none
1050,Flinders Street Station Underpass,2013-11-15,10,Fri,Nov,not,not,none
1143,Melbourne Central,2013-11-15,10,Fri,Nov,not,not,none
1162,Flinders Street Station Underpass,2013-11-15,11,Fri,Nov,not,not,none
1475,Melbourne Central,2013-11-15,11,Fri,Nov,not,not,none
1965,Flinders Street Station Underpass,2013-11-15,12,Fri,Nov,not,not,none
2566,Melbourne Central,2013-11-15,12,Fri,Nov,not,not,none
1760,Flinders Street Station Underpass,2013-11-15,13,Fri,Nov,not,not,none
2756,Melbourne Central,2013-11-15,13,Fri,Nov,not,not,none
1424,Flinders Street Station Underpass,2013-11-15,14,Fri,Nov,not,not,none
2410,Melbourne Central,2013-11-15,14,Fri,Nov,not,not,none
1452,Flinders Street Station Underpass,2013-11-15,15,Fri,Nov,not,not,none
2528,Melbourne Central,2013-11-15,15,Fri,Nov,not,not,none
1750,Flinders Street Station Underpass,2013-11-15,16,Fri,Nov,not,not,none
2526,Melbourne Central,2013-11-15,16,Fri,Nov,not,not,none
2562,Flinders Street Station Underpass,2013-11-15,17,Fri,Nov,not,not,none
3137,Melbourne Central,2013-11-15,17,Fri,Nov,not,not,none
1895,Flinders Street Station Underpass,2013-11-15,18,Fri,Nov,not,not,none
3263,Melbourne Central,2013-11-15,18,Fri,Nov,not,not,none
1285,Flinders Street Station Underpass,2013-11-15,19,Fri,Nov,not,not,none
2744,Melbourne Central,2013-11-15,19,Fri,Nov,not,not,none
1057,Flinders Street Station Underpass,2013-11-15,20,Fri,Nov,not,not,none
2676,Melbourne Central,2013-11-15,20,Fri,Nov,not,not,none
896,Flinders Street Station Underpass,2013-11-15,21,Fri,Nov,not,not,none
2744,Melbourne Central,2013-11-15,21,Fri,Nov,not,not,none
824,Flinders Street Station Underpass,2013-11-15,22,Fri,Nov,not,not,none
2403,Melbourne Central,2013-11-15,22,Fri,Nov,not,not,none
640,Flinders Street Station Underpass,2013-11-15,23,Fri,Nov,not,not,none
1712,Melbourne Central,2013-11-15,23,Fri,Nov,not,not,none
454,Flinders Street Station Underpass,2013-11-16,0,Sat,Nov,not,not,none
1158,Melbourne Central,2013-11-16,0,Sat,Nov,not,not,none
282,Flinders Street Station Underpass,2013-11-16,1,Sat,Nov,not,not,none
766,Melbourne Central,2013-11-16,1,Sat,Nov,not,not,none
141,Flinders Street Station Underpass,2013-11-16,2,Sat,Nov,not,not,none
461,Melbourne Central,2013-11-16,2,Sat,Nov,not,not,none
72,Flinders Street Station Underpass,2013-11-16,3,Sat,Nov,not,not,none
254,Melbourne Central,2013-11-16,3,Sat,Nov,not,not,none
44,Flinders Street Station Underpass,2013-11-16,4,Sat,Nov,not,not,none
117,Melbourne Central,2013-11-16,4,Sat,Nov,not,not,none
44,Flinders Street Station Underpass,2013-11-16,5,Sat,Nov,not,not,none
94,Melbourne Central,2013-11-16,5,Sat,Nov,not,not,none
93,Flinders Street Station Underpass,2013-11-16,6,Sat,Nov,not,not,none
123,Melbourne Central,2013-11-16,6,Sat,Nov,not,not,none
147,Flinders Street Station Underpass,2013-11-16,7,Sat,Nov,not,not,none
230,Melbourne Central,2013-11-16,7,Sat,Nov,not,not,none
286,Flinders Street Station Underpass,2013-11-16,8,Sat,Nov,not,not,none
357,Melbourne Central,2013-11-16,8,Sat,Nov,not,not,none
533,Flinders Street Station Underpass,2013-11-16,9,Sat,Nov,not,not,none
662,Melbourne Central,2013-11-16,9,Sat,Nov,not,not,none
810,Flinders Street Station Underpass,2013-11-16,10,Sat,Nov,not,not,none
1234,Melbourne Central,2013-11-16,10,Sat,Nov,not,not,none
993,Flinders Street Station Underpass,2013-11-16,11,Sat,Nov,not,not,none
1789,Melbourne Central,2013-11-16,11,Sat,Nov,not,not,none
1042,Flinders Street Station Underpass,2013-11-16,12,Sat,Nov,not,not,none
2383,Melbourne Central,2013-11-16,12,Sat,Nov,not,not,none
1219,Flinders Street Station Underpass,2013-11-16,13,Sat,Nov,not,not,none
2945,Melbourne Central,2013-11-16,13,Sat,Nov,not,not,none
1357,Flinders Street Station Underpass,2013-11-16,14,Sat,Nov,not,not,none
2868,Melbourne Central,2013-11-16,14,Sat,Nov,not,not,none
1448,Flinders Street Station Underpass,2013-11-16,15,Sat,Nov,not,not,none
2983,Melbourne Central,2013-11-16,15,Sat,Nov,not,not,none
1284,Flinders Street Station Underpass,2013-11-16,16,Sat,Nov,not,not,none
2783,Melbourne Central,2013-11-16,16,Sat,Nov,not,not,none
1283,Flinders Street Station Underpass,2013-11-16,17,Sat,Nov,not,not,none
2516,Melbourne Central,2013-11-16,17,Sat,Nov,not,not,none
1193,Flinders Street Station Underpass,2013-11-16,18,Sat,Nov,not,not,none
2554,Melbourne Central,2013-11-16,18,Sat,Nov,not,not,none
1172,Flinders Street Station Underpass,2013-11-16,19,Sat,Nov,not,not,none
2432,Melbourne Central,2013-11-16,19,Sat,Nov,not,not,none
970,Flinders Street Station Underpass,2013-11-16,20,Sat,Nov,not,not,none
2144,Melbourne Central,2013-11-16,20,Sat,Nov,not,not,none
862,Flinders Street Station Underpass,2013-11-16,21,Sat,Nov,not,not,none
2191,Melbourne Central,2013-11-16,21,Sat,Nov,not,not,none
789,Flinders Street Station Underpass,2013-11-16,22,Sat,Nov,not,not,none
2017,Melbourne Central,2013-11-16,22,Sat,Nov,not,not,none
674,Flinders Street Station Underpass,2013-11-16,23,Sat,Nov,not,not,none
1742,Melbourne Central,2013-11-16,23,Sat,Nov,not,not,none
503,Flinders Street Station Underpass,2013-11-17,0,Sun,Nov,not,not,none
1154,Melbourne Central,2013-11-17,0,Sun,Nov,not,not,none
326,Flinders Street Station Underpass,2013-11-17,1,Sun,Nov,not,not,none
1026,Melbourne Central,2013-11-17,1,Sun,Nov,not,not,none
247,Flinders Street Station Underpass,2013-11-17,2,Sun,Nov,not,not,none
514,Melbourne Central,2013-11-17,2,Sun,Nov,not,not,none
151,Flinders Street Station Underpass,2013-11-17,3,Sun,Nov,not,not,none
382,Melbourne Central,2013-11-17,3,Sun,Nov,not,not,none
106,Flinders Street Station Underpass,2013-11-17,4,Sun,Nov,not,not,none
159,Melbourne Central,2013-11-17,4,Sun,Nov,not,not,none
63,Flinders Street Station Underpass,2013-11-17,5,Sun,Nov,not,not,none
84,Melbourne Central,2013-11-17,5,Sun,Nov,not,not,none
94,Flinders Street Station Underpass,2013-11-17,6,Sun,Nov,not,not,none
117,Melbourne Central,2013-11-17,6,Sun,Nov,not,not,none
253,Flinders Street Station Underpass,2013-11-17,7,Sun,Nov,not,not,none
241,Melbourne Central,2013-11-17,7,Sun,Nov,not,not,none
384,Flinders Street Station Underpass,2013-11-17,8,Sun,Nov,not,not,none
374,Melbourne Central,2013-11-17,8,Sun,Nov,not,not,none
697,Flinders Street Station Underpass,2013-11-17,9,Sun,Nov,not,not,none
698,Melbourne Central,2013-11-17,9,Sun,Nov,not,not,none
1024,Flinders Street Station Underpass,2013-11-17,10,Sun,Nov,not,not,none
835,Melbourne Central,2013-11-17,10,Sun,Nov,not,not,none
1078,Flinders Street Station Underpass,2013-11-17,11,Sun,Nov,not,not,none
1338,Melbourne Central,2013-11-17,11,Sun,Nov,not,not,none
1398,Flinders Street Station Underpass,2013-11-17,12,Sun,Nov,not,not,none
2381,Melbourne Central,2013-11-17,12,Sun,Nov,not,not,none
1461,Flinders Street Station Underpass,2013-11-17,13,Sun,Nov,not,not,none
2649,Melbourne Central,2013-11-17,13,Sun,Nov,not,not,none
1618,Flinders Street Station Underpass,2013-11-17,14,Sun,Nov,not,not,none
2784,Melbourne Central,2013-11-17,14,Sun,Nov,not,not,none
1526,Flinders Street Station Underpass,2013-11-17,15,Sun,Nov,not,not,none
2436,Melbourne Central,2013-11-17,15,Sun,Nov,not,not,none
1481,Flinders Street Station Underpass,2013-11-17,16,Sun,Nov,not,not,none
2520,Melbourne Central,2013-11-17,16,Sun,Nov,not,not,none
1284,Flinders Street Station Underpass,2013-11-17,17,Sun,Nov,not,not,none
2384,Melbourne Central,2013-11-17,17,Sun,Nov,not,not,none
940,Flinders Street Station Underpass,2013-11-17,18,Sun,Nov,not,not,none
2015,Melbourne Central,2013-11-17,18,Sun,Nov,not,not,none
741,Flinders Street Station Underpass,2013-11-17,19,Sun,Nov,not,not,none
1808,Melbourne Central,2013-11-17,19,Sun,Nov,not,not,none
678,Flinders Street Station Underpass,2013-11-17,20,Sun,Nov,not,not,none
1510,Melbourne Central,2013-11-17,20,Sun,Nov,not,not,none
461,Flinders Street Station Underpass,2013-11-17,21,Sun,Nov,not,not,none
1417,Melbourne Central,2013-11-17,21,Sun,Nov,not,not,none
298,Flinders Street Station Underpass,2013-11-17,22,Sun,Nov,not,not,none
995,Melbourne Central,2013-11-17,22,Sun,Nov,not,not,none
135,Flinders Street Station Underpass,2013-11-17,23,Sun,Nov,not,not,none
434,Melbourne Central,2013-11-17,23,Sun,Nov,not,not,none
86,Flinders Street Station Underpass,2013-11-18,0,Mon,Nov,not,not,none
256,Melbourne Central,2013-11-18,0,Mon,Nov,not,not,none
48,Flinders Street Station Underpass,2013-11-18,1,Mon,Nov,not,not,none
133,Melbourne Central,2013-11-18,1,Mon,Nov,not,not,none
24,Flinders Street Station Underpass,2013-11-18,2,Mon,Nov,not,not,none
77,Melbourne Central,2013-11-18,2,Mon,Nov,not,not,none
10,Flinders Street Station Underpass,2013-11-18,3,Mon,Nov,not,not,none
24,Melbourne Central,2013-11-18,3,Mon,Nov,not,not,none
20,Flinders Street Station Underpass,2013-11-18,4,Mon,Nov,not,not,none
24,Melbourne Central,2013-11-18,4,Mon,Nov,not,not,none
60,Flinders Street Station Underpass,2013-11-18,5,Mon,Nov,not,not,none
60,Melbourne Central,2013-11-18,5,Mon,Nov,not,not,none
204,Flinders Street Station Underpass,2013-11-18,6,Mon,Nov,not,not,none
132,Melbourne Central,2013-11-18,6,Mon,Nov,not,not,none
831,Flinders Street Station Underpass,2013-11-18,7,Mon,Nov,not,not,none
332,Melbourne Central,2013-11-18,7,Mon,Nov,not,not,none
1648,Flinders Street Station Underpass,2013-11-18,8,Mon,Nov,not,not,none
877,Melbourne Central,2013-11-18,8,Mon,Nov,not,not,none
910,Flinders Street Station Underpass,2013-11-18,9,Mon,Nov,not,not,none
864,Melbourne Central,2013-11-18,9,Mon,Nov,not,not,none
897,Flinders Street Station Underpass,2013-11-18,10,Mon,Nov,not,not,none
878,Melbourne Central,2013-11-18,10,Mon,Nov,not,not,none
978,Flinders Street Station Underpass,2013-11-18,11,Mon,Nov,not,not,none
1444,Melbourne Central,2013-11-18,11,Mon,Nov,not,not,none
2051,Flinders Street Station Underpass,2013-11-18,12,Mon,Nov,not,not,none
2747,Melbourne Central,2013-11-18,12,Mon,Nov,not,not,none
2066,Flinders Street Station Underpass,2013-11-18,13,Mon,Nov,not,not,none
2979,Melbourne Central,2013-11-18,13,Mon,Nov,not,not,none
1387,Flinders Street Station Underpass,2013-11-18,14,Mon,Nov,not,not,none
2667,Melbourne Central,2013-11-18,14,Mon,Nov,not,not,none
1282,Flinders Street Station Underpass,2013-11-18,15,Mon,Nov,not,not,none
2573,Melbourne Central,2013-11-18,15,Mon,Nov,not,not,none
1434,Flinders Street Station Underpass,2013-11-18,16,Mon,Nov,not,not,none
2323,Melbourne Central,2013-11-18,16,Mon,Nov,not,not,none
2419,Flinders Street Station Underpass,2013-11-18,17,Mon,Nov,not,not,none
2453,Melbourne Central,2013-11-18,17,Mon,Nov,not,not,none
1498,Flinders Street Station Underpass,2013-11-18,18,Mon,Nov,not,not,none
2199,Melbourne Central,2013-11-18,18,Mon,Nov,not,not,none
1122,Flinders Street Station Underpass,2013-11-18,19,Mon,Nov,not,not,none
1831,Melbourne Central,2013-11-18,19,Mon,Nov,not,not,none
823,Flinders Street Station Underpass,2013-11-18,20,Mon,Nov,not,not,none
1954,Melbourne Central,2013-11-18,20,Mon,Nov,not,not,none
544,Flinders Street Station Underpass,2013-11-18,21,Mon,Nov,not,not,none
